"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Feb 18 07:22:39 GMT 2024","Sun Feb 18 07:22:39 GMT 2024","0","tests.something.amodule","test_something_in_amodule","TestSomething","","","Test Something Parameterized","This test tests something that is parameterized"
"passed","Sun Feb 18 07:22:39 GMT 2024","Sun Feb 18 07:22:39 GMT 2024","0","tests.something.amodule","test_something_in_amodule","TestSomething","","","Test Something Parameterized","This test tests something that is parameterized"
"passed","Sun Feb 18 07:22:39 GMT 2024","Sun Feb 18 07:22:39 GMT 2024","0","tests.something.amodule","test_something_in_amodule","TestSomething","","","A new test","This test tests something new"
"skipped","Sun Feb 18 07:22:39 GMT 2024","Sun Feb 18 07:22:39 GMT 2024","0","tests.something.amodule","test_something_in_amodule","TestSomething","","","Test something only on qa","This test tests something only on qa"
"skipped","Sun Feb 18 07:22:39 GMT 2024","Sun Feb 18 07:22:39 GMT 2024","0","tests.something.amodule","test_something_in_amodule","TestSomething","","","Test something else only on qa","This test tests something else only on qa"
"passed","Sun Feb 18 07:22:39 GMT 2024","Sun Feb 18 07:22:39 GMT 2024","0","tests.something.amodule","test_something_in_amodule","TestSomething","","","Test Something","This test tests something"
"passed","Sun Feb 18 07:22:39 GMT 2024","Sun Feb 18 07:22:39 GMT 2024","0","tests.something.amodule","test_something_in_amodule","TestSomething","","","Test a new feature","This test tests a new feature"
"passed","Sun Feb 18 07:22:39 GMT 2024","Sun Feb 18 07:22:39 GMT 2024","0","tests.something.amodule","test_something_in_amodule","TestSomething","","","Test something only on qa and staging","This test tests something only on qa and staging"
